code,name,vintage,grower,colour,region,appellation,currency,tax,pack,size,lwin,bordeauxCode,productType,url,offer_price,offer_cs,offer_btl
JADE17B,"Maison Louis Jadot, Echezeaux Grand Cru",2017,Maison Louis Jadot,Red,Burgundy,Echezeaux,GBP,IB,6,75,1038161,920899,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/jade-2017,143.33,1,0
LELA15B,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2015,Chateau Leoville Las Cases,Red,Bordeaux,Saint-Julien,GBP,IB,6,75,1012374,1396678,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/lela-2015,143.83,1,0
CLFCC2021BTL,"Domaine Coquard Loison Fleurot, Charmes-Chambertin Grand Cru",2021,Domaine Coquard Loison Fleurot,Red,Burgundy,Charmes-Chambertin,GBP,IB,6,75,1339923,1736468,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/clfcc-2021,144.5,1,0
JADCR17B,"Maison Louis Jadot, Clos de la Roche Grand Cru",2017,Maison Louis Jadot,Red,Burgundy,Clos de la Roche,GBP,IB,6,75,1038060,922168,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/jadcr-2017,145.0,1,0
JADCO17B,"Domaine des Heritiers Louis Jadot, Corton-Charlemagne Grand Cru",2017,Domaine des Heritiers Louis Jadot,White,Burgundy,Corton-Charlemagne,GBP,IB,6,75,1070660,901310,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/jadco-2017,145.83,2,0
PICB10B,"Chateau Pichon Baron 2eme Cru Classe, Pauillac",2010,Chateau Pichon Baron,Red,Bordeaux,Pauillac,GBP,IB,6,75,1014163,1396956,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/picb-2010,145.83,2,0
COSD16B,"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2016,Cos d'Estournel,Red,Bordeaux,Saint-Estephe,GBP,IB,6,75,1008788,1396547,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/cosd-2016,145.83,1,0
CLFE2016BTL,"Domaine Coquard Loison Fleurot, Echezeaux Grand Cru",2016,Domaine Coquard Loison Fleurot,Red,Burgundy,Echezeaux,GBP,IB,6,75,1339893,1661807,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/clfe-2016,145.83,1,0
BELBM2011BTL,"Maison Roche de Bellene, Bonnes Mares Grand Cru",2011,Maison Roche de Bellene,Red,Burgundy,Bonnes Mares,GBP,IB,6,75,1124288,1568453,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/belbm-2011,145.83,5,0
DROBB20B,"Joseph Drouhin, Beaune Premier Cru, Le Clos des Mouches Blanc",2020,Joseph Drouhin,White,Burgundy,Beaune,GBP,IB,6,75,1067185,901732,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/drobb-2020,146.67,1,0
JADGJ18B,"Domaine Louis Jadot, Gevrey-Chambertin Premier Cru, Clos Saint-Jacques",2018,Domaine Louis Jadot,Red,Burgundy,Gevrey-Chambertin,GBP,IB,6,75,1038217,922254,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/jadgj-2018,146.67,1,0
FIGE20B,"Chateau Figeac Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2020,Chateau Figeac,Red,Bordeaux,Saint-Emilion Grand Cru,GBP,IB,6,75,1009769,1396775,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/fige-2020,146.67,1,0
FOUVP2014BTL,"Domaine Fourrier, Vougeot Premier Cru, Les Petits Vougeots Vieille Vigne",2014,Domaine Fourrier,Red,Burgundy,Vougeot,GBP,IB,6,75,1316951,1535013,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/fouvp-2014,146.67,2,0
GROCS18B,"Robert Groffier, Chambolle-Musigny Premier Cru, Les Sentiers",2018,Robert Groffier,Red,Burgundy,Chambolle-Musigny,GBP,IB,6,75,1035955,907840,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/grocs-2018,147.5,1,0
BAMMP20B,"Ballot Millot, Meursault Premier Cru, Perrieres",2020,Ballot Millot,White,Burgundy,Meursault,GBP,IB,6,75,1123904,909292,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/bammp-2020,148.33,1,0
CHAEE14B,"M. Chapoutier, Hermitage, l'Ermite Rouge",2014,M. Chapoutier,Red,Rhone,Hermitage,GBP,IB,6,75,1109661,904824,Wine,https://bordeauxindex.com/fine-wine/france/rhone/chaee-2014,148.33,1,0
AGRCC18B,"Domaine Anne Gros, Chambolle-Musigny, La Combe d'Orveau",2018,Domaine Anne Gros,Red,Burgundy,Chambolle-Musigny,GBP,IB,6,75,1036011,903750,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/agrcc-2018,148.83,1,0
BOUC09B,"Bouchard Pere et Fils, Corton Grand Cru",2009,Bouchard Pere et Fils,Red,Burgundy,Corton,GBP,IB,6,75,1021691,915701,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/bouc-2009,149.17,1,0
CLFE17B,"Domaine Coquard Loison Fleurot, Echezeaux Grand Cru",2017,Domaine Coquard Loison Fleurot,Red,Burgundy,Echezeaux,GBP,IB,6,75,1339893,919126,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/clfe-2017,150.0,1,0
GROCH16B,"Robert Groffier, Chambolle-Musigny Premier Cru, Les Hauts Doix",2016,Robert Groffier,Red,Burgundy,Chambolle-Musigny,GBP,IB,6,75,1035942,901238,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/groch-2016,150.0,3,0
LAMCV09B,"Domaine Nicole Lamarche, Clos de Vougeot Grand Cru",2009,Domaine Nicole Lamarche,Red,Burgundy,Clos de Vougeot,GBP,IB,6,75,1040157,984976,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/lamcv-2009,150.0,1,0
TAUMC15B,"Domaine Taupenot-Merme, Mazoyeres-Chambertin Grand Cru",2015,Domaine Taupenot-Merme,Red,Burgundy,Mazoyeres-Chambertin,GBP,IB,6,75,1058031,902241,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/taumc-2015,150.0,2,0
DROBB10B,"Joseph Drouhin, Beaune Premier Cru, Le Clos des Mouches Blanc",2010,Joseph Drouhin,White,Burgundy,Beaune,GBP,IB,6,75,1067185,901735,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/drobb-2010,150.0,1,0
MUGNM15B,"Jacques-Frederic Mugnier, Nuits-Saint-Georges Premier Cru, Clos de la Marechale Rouge",2015,Jacques-Frederic Mugnier,Red,Burgundy,Nuits-Saint-Georges,GBP,IB,6,75,1049671,923469,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/mugnm-2015,150.0,3,0
POTCD02B,"Nicolas Potel, Clos Saint-Denis Grand Cru",2002,Nicolas Potel,Red,Burgundy,Clos Saint-Denis,GBP,IB,6,75,1052026,925333,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/potcd-2002,150.0,4,0
MONBR06B,"Ridge, Monte Bello, Santa Cruz Mountains",2006,Ridge,Red,California,None,GBP,IB,6,75,1123164,910808,Wine,https://bordeauxindex.com/fine-wine/united_states/california/monbr-2006,150.0,1,0
PAPE05B,"Chateau Pape Clement Cru Classe, Pessac-Leognan",2005,Chateau Pape Clement,Red,Bordeaux,Pessac-Leognan,GBP,IB,6,75,1013690,1396711,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/pape-2005,150.0,2,0
PAVI20B,"Chateau Pavie Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2020,Chateau Pavie,Red,Bordeaux,Saint-Emilion Grand Cru,GBP,IB,6,75,1013850,1396603,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/pavi-2020,150.0,2,0
PGIVS2020BTL,"Pierre Girardin, Vosne-Romanee Premier Cru, Les Suchots",2020,Pierre Girardin,Red,Burgundy,Vosne-Romanee,GBP,IB,6,75,1928091,1737272,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/pgivs-2020,150.0,1,0
BOUV10B,"Bouchard Pere et Fils, Beaune Premier Cru, Les Greves L'Enfant Jesus",2010,Bouchard Pere et Fils,Red,Burgundy,Beaune,GBP,IB,6,75,1021558,917779,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/bouv-2010,151.67,1,0
PILCSR20B,"Domaine Paul Pillot, Chassagne-Montrachet Premier Cru, Clos Saint-Jean Rouge",2020,Paul Pillot,Red,Burgundy,Chassagne-Montrachet,GBP,IB,6,75,1051276,1034304,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/pilcsr-2020,151.67,1,0
VCACH14B,"Charles van Canneyt, Charmes-Chambertin Grand Cru",2014,Charles van Canneyt,Red,Burgundy,Charmes-Chambertin,GBP,IB,6,75,1340895,917481,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/vcach-2014,153.33,3,0
COSD16B,"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2016,Cos d'Estournel,Red,Bordeaux,Saint-Estephe,GBP,IB,6,75,1008788,1396547,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/cosd-2016,153.33,1,0
CLFE2018BTL,"Domaine Coquard Loison Fleurot, Echezeaux Grand Cru",2018,Domaine Coquard Loison Fleurot,Red,Burgundy,Echezeaux,GBP,IB,6,75,1339893,1550584,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/clfe-2018,153.33,1,0
JADCO20B,"Domaine des Heritiers Louis Jadot, Corton-Charlemagne Grand Cru",2020,Domaine des Heritiers Louis Jadot,White,Burgundy,Corton-Charlemagne,GBP,IB,6,75,1070660,925724,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/jadco-2020,154.17,4,0
CHAEE08B,"M. Chapoutier, Hermitage, l'Ermite Rouge",2008,M. Chapoutier,Red,Rhone,Hermitage,GBP,IB,6,75,1109661,904825,Wine,https://bordeauxindex.com/fine-wine/france/rhone/chaee-2008,157.0,2,0
MILEC15B,"Jean-Marc Millot, Echezeaux Grand Cru",2015,Jean-Marc Millot,Red,Burgundy,Echezeaux,GBP,IB,6,75,1047257,923007,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/milec-2015,158.33,1,0
MONT16B,"Chateau Montrose 2eme Cru Classe, Saint-Estephe",2016,Chateau Montrose,Red,Bordeaux,Saint-Estephe,GBP,IB,6,75,1013296,1396594,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/mont-2016,158.33,2,0
BELBM10B,"Maison Roche de Bellene, Bonnes Mares Grand Cru",2010,Maison Roche de Bellene,Red,Burgundy,Bonnes Mares,GBP,IB,6,75,1124288,917702,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/belbm-2010,158.33,2,0
TAUMC15B,"Domaine Taupenot-Merme, Mazoyeres-Chambertin Grand Cru",2015,Domaine Taupenot-Merme,Red,Burgundy,Mazoyeres-Chambertin,GBP,IB,6,75,1058031,902241,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/taumc-2015,158.33,1,0
PETM19B,"Le Petit Mouton de Mouton Rothschild, Pauillac",2019,Chateau Mouton Rothschild,Red,Bordeaux,Pauillac,GBP,IB,6,75,1014004,908757,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/petm-2019,158.33,2,0
COSD16B,"Cos d'Estournel 2eme Cru Classe, Saint-Estephe",2016,Cos d'Estournel,Red,Bordeaux,Saint-Estephe,GBP,IB,6,75,1008788,1396547,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/cosd-2016,158.33,1,0
ALVOF09B,"Alain Voge, Cornas, Les Vieilles Fontaines",2009,Alain Voge,Red,Rhone,Cornas,GBP,IB,6,75,1118470,1034004,Wine,https://bordeauxindex.com/fine-wine/france/rhone/alvof-2009,158.33,1,0
FAILC18B,"Domaine Faiveley, Latricieres-Chambertin Grand Cru",2018,Domaine Faiveley,Red,Burgundy,Latricieres-Chambertin,GBP,IB,6,75,1031452,910563,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/failc-2018,158.33,3,0
MILEC14B,"Jean-Marc Millot, Echezeaux Grand Cru",2014,Jean-Marc Millot,Red,Burgundy,Echezeaux,GBP,IB,6,75,1047257,1035268,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/milec-2014,158.33,1,0
FAICV09B,"Domaine Faiveley, Clos de Vougeot Grand Cru",2009,Domaine Faiveley,Red,Burgundy,Clos de Vougeot,GBP,IB,6,75,1031348,917314,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/faicv-2009,160.0,1,0
XMONCC20B,"Xavier Monnot, Corton-Charlemagne Grand Cru",2020,Xavier Monnot,White,Burgundy,Corton-Charlemagne,GBP,IB,6,75,1877533,922539,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/xmoncc-2020,160.0,3,0
MORG2014BTL,"Domaine Denis Mortet, Gevrey-Chambertin",2014,Domaine Denis Mortet,Red,Burgundy,Gevrey-Chambertin,GBP,IB,6,75,1226100,1535251,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/morg-2014,160.0,1,0
COUCM97B,"Cuvee Madame, Chateau Coutet, Barsac",1997,Chateau Coutet,White,Bordeaux,Barsac,GBP,IB,6,75,1016806,906806,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/coucm-1997,162.5,1,0
LAME13B,"Domaine Nicole Lamarche, Echezeaux Grand Cru",2013,Domaine Nicole Lamarche,Red,Burgundy,Echezeaux,GBP,IB,6,75,1040160,904647,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/lame-2013,162.5,1,0
CHAHM11B,"M. Chapoutier, Hermitage, Le Meal Rouge",2011,M. Chapoutier,Red,Rhone,Hermitage,GBP,IB,6,75,1109687,917087,Wine,https://bordeauxindex.com/fine-wine/france/rhone/chahm-2011,162.5,1,0
SAUPP14B,"Etienne Sauzet, Puligny-Montrachet Premier Cru, Les Perrieres",2014,Etienne Sauzet,White,Burgundy,Puligny-Montrachet,GBP,IB,6,75,1080304,925473,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/saupp-2014,163.33,1,0
BOUCH20B,"Bouchard Pere et Fils, Corton-Charlemagne Grand Cru",2020,Bouchard Pere et Fils,White,Burgundy,Corton-Charlemagne,GBP,IB,6,75,1061994,915705,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/bouch-2020,163.33,1,0
SASS2022BTL,"Sassicaia, Tenuta San Guido, Bolgheri",2022,Tenuta San Guido,Red,Tuscany,Bolgheri,GBP,IB,6,75,1102037,2195211,Wine,https://bordeauxindex.com/fine-wine/italy/tuscany/sass-2022,163.33,10,0
BARA18B,"Jim Barry, The Armagh Shiraz, Clare Valley",2018,Jim Barry,Red,South Australia,Clare Valley,GBP,IB,6,75,1000971,917645,Wine,https://bordeauxindex.com/fine-wine/australia/south_australia/bara-2018,165.0,4,0
LAME15B,"Domaine Nicole Lamarche, Echezeaux Grand Cru",2015,Domaine Nicole Lamarche,Red,Burgundy,Echezeaux,GBP,IB,6,75,1040160,909174,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/lame-2015,165.0,1,0
DUROJ16B,"Domaine Duroche, Gevrey-Chambertin, Les Jeunes Rois",2016,Domaine Duroche,Red,Burgundy,Gevrey-Chambertin,GBP,IB,6,75,1227976,920845,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/duroj-2016,165.0,1,0
GUIT12B,"E. Guigal, Cote Rotie, La Turque",2012,E. Guigal,Red,Rhone,Cote Rotie,GBP,IB,6,75,1113215,1502278,Wine,https://bordeauxindex.com/fine-wine/france/rhone/guit-2012,165.0,4,0
PALM14B,"Chateau Palmer 3eme Cru Classe, Margaux",2014,Chateau Palmer,Red,Bordeaux,Margaux,GBP,IB,6,75,1013658,908692,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/palm-2014,165.0,2,0
DUJMD18B,"Domaine Dujac, Morey-Saint-Denis Premier Cru",2018,Domaine Dujac,Red,Burgundy,Morey-Saint-Denis,GBP,IB,6,75,1030615,920752,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/dujmd-2018,165.83,1,0
DUJMD20B,"Domaine Dujac, Morey-Saint-Denis Premier Cru",2020,Domaine Dujac,Red,Burgundy,Morey-Saint-Denis,GBP,IB,6,75,1030615,900658,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/dujmd-2020,165.83,1,0
ALCC16B,"Thierry Allemand, Cornas, Chaillot",2016,Thierry Allemand,Red,Rhone,Cornas,GBP,IB,6,75,1108084,902889,Wine,https://bordeauxindex.com/fine-wine/france/rhone/alcc-2016,166.67,1,0
GUIT13B,"E. Guigal, Cote Rotie, La Turque",2013,E. Guigal,Red,Rhone,Cote Rotie,GBP,IB,6,75,1113215,1502273,Wine,https://bordeauxindex.com/fine-wine/france/rhone/guit-2013,166.67,1,0
LELA10B,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2010,Chateau Leoville Las Cases,Red,Bordeaux,Saint-Julien,GBP,IB,6,75,1012374,1396685,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/lela-2010,166.67,1,0
MONT16B,"Chateau Montrose 2eme Cru Classe, Saint-Estephe",2016,Chateau Montrose,Red,Bordeaux,Saint-Estephe,GBP,IB,6,75,1013296,1396594,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/mont-2016,166.67,1,0
SASS18B,"Sassicaia, Tenuta San Guido, Bolgheri",2018,Tenuta San Guido,Red,Tuscany,Bolgheri,GBP,IB,6,75,1102037,1502309,Wine,https://bordeauxindex.com/fine-wine/italy/tuscany/sass-2018,166.67,1,0
PALM11B,"Chateau Palmer 3eme Cru Classe, Margaux",2011,Chateau Palmer,Red,Bordeaux,Margaux,GBP,IB,6,75,1013658,1396672,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/palm-2011,166.67,3,0
DROMP14B,"Joseph Drouhin, Meursault Premier Cru, Perrieres",2014,Joseph Drouhin,White,Burgundy,Meursault,GBP,IB,6,75,1067404,924689,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/dromp-2014,166.67,2,0
MONBR06B,"Ridge, Monte Bello, Santa Cruz Mountains",2006,Ridge,Red,California,None,GBP,IB,6,75,1123164,910808,Wine,https://bordeauxindex.com/fine-wine/united_states/california/monbr-2006,166.67,1,0
PALM12B,"Chateau Palmer 3eme Cru Classe, Margaux",2012,Chateau Palmer,Red,Bordeaux,Margaux,GBP,IB,6,75,1013658,1396938,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/palm-2012,166.67,1,0
MORGCH14B,"Domaine Denis Mortet, Gevrey-Chambertin Premier Cru, Champonnet",2014,Domaine Denis Mortet,Red,Burgundy,Gevrey-Chambertin,GBP,IB,6,75,1359617,900857,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/morgch-2014,166.67,1,0
TREBCO19B,"Domaine Cecile Tremblay, Bourgogne, Cote d'Or",2019,Domaine Cecile Tremblay,Red,Burgundy,Bourgogne,GBP,IB,6,75,1863194,908558,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/trebco-2019,166.67,1,0
CDAD2014BTL,"Coche-Dury, Auxey-Duresses",2014,Coche-Dury,Red,Burgundy,Auxey-Duresses,GBP,IB,6,75,1026175,1267454,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/cdad-2014,166.67,1,0
LANG21B,"Chateau Angelus, Saint-Emilion Grand Cru",2021,Chateau Angelus,Red,Bordeaux,Saint-Emilion Grand Cru,GBP,IB,6,75,1006045,902089,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/lang-2021,168.33,1,0
BOUCH07B,"Bouchard Pere et Fils, Corton-Charlemagne Grand Cru",2007,Bouchard Pere et Fils,White,Burgundy,Corton-Charlemagne,GBP,IB,6,75,1061994,919641,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/bouch-2007,169.33,1,0
CHAEL15B,"M. Chapoutier, Hermitage, Le Meal Blanc",2015,M. Chapoutier,White,Rhone,Hermitage,GBP,IB,6,75,1109690,903779,Wine,https://bordeauxindex.com/fine-wine/france/rhone/chael-2015,169.33,1,0
GUIM12B,"E. Guigal, Cote Rotie, La Mouline",2012,E. Guigal,Red,Rhone,Cote Rotie,GBP,IB,6,75,1113202,1502313,Wine,https://bordeauxindex.com/fine-wine/france/rhone/guim-2012,170.83,5,0
PALM12B,"Chateau Palmer 3eme Cru Classe, Margaux",2012,Chateau Palmer,Red,Bordeaux,Margaux,GBP,IB,6,75,1013658,1396938,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/palm-2012,170.83,2,0
JADCC09B,"Domaine Louis Jadot, Chapelle-Chambertin Grand Cru",2009,Domaine Louis Jadot,Red,Burgundy,Chapelle-Chambertin,GBP,IB,6,75,1037991,909036,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/jadcc-2009,170.83,1,0
LELA10B,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2010,Chateau Leoville Las Cases,Red,Bordeaux,Saint-Julien,GBP,IB,6,75,1012374,1396685,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/lela-2010,172.5,2,0
LELA09B,"Chateau Leoville Las Cases 2eme Cru Classe, Saint-Julien",2009,Chateau Leoville Las Cases,Red,Bordeaux,Saint-Julien,GBP,IB,6,75,1012374,1396734,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/lela-2009,174.17,1,0
SASS18B,"Sassicaia, Tenuta San Guido, Bolgheri",2018,Tenuta San Guido,Red,Tuscany,Bolgheri,GBP,IB,6,75,1102037,1502309,Wine,https://bordeauxindex.com/fine-wine/italy/tuscany/sass-2018,174.17,4,0
CATV18B,"Domaine Sylvain Cathiard, Vosne-Romanee",2018,Domaine Sylvain Cathiard,Red,Burgundy,Vosne-Romanee,GBP,IB,6,75,1023624,906623,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/catv-2018,175.0,1,0
SASS18B,"Sassicaia, Tenuta San Guido, Bolgheri",2018,Tenuta San Guido,Red,Tuscany,Bolgheri,GBP,IB,6,75,1102037,1502309,Wine,https://bordeauxindex.com/fine-wine/italy/tuscany/sass-2018,175.0,2,0
BOUCA17B,"Bouchard Pere et Fils, Chambertin Grand Cru",2017,Bouchard Pere et Fils,Red,Burgundy,Chambertin,GBP,IB,6,75,1021617,906552,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/bouca-2017,178.33,4,0
JADGJ10B,"Domaine Louis Jadot, Gevrey-Chambertin Premier Cru, Clos Saint-Jacques",2010,Domaine Louis Jadot,Red,Burgundy,Gevrey-Chambertin,GBP,IB,6,75,1038217,904586,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/jadgj-2010,179.17,1,0
PAVI20B,"Chateau Pavie Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2020,Chateau Pavie,Red,Bordeaux,Saint-Emilion Grand Cru,GBP,IB,6,75,1013850,1396603,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/pavi-2020,179.67,1,0
JADE09B,"Maison Louis Jadot, Echezeaux Grand Cru",2009,Maison Louis Jadot,Red,Burgundy,Echezeaux,GBP,IB,6,75,1038161,907823,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/jade-2009,180.0,1,0
GUIT13B,"E. Guigal, Cote Rotie, La Turque",2013,E. Guigal,Red,Rhone,Cote Rotie,GBP,IB,6,75,1113215,1502273,Wine,https://bordeauxindex.com/fine-wine/france/rhone/guit-2013,180.0,1,0
MASBM06B,"Giuseppe Mascarello e Figlio, Barolo, Monprivato",2006,Giuseppe Mascarello e Figlio,Red,Piedmont,Barolo,GBP,IB,6,75,1101317,923303,Wine,https://bordeauxindex.com/fine-wine/italy/piedmont/masbm-2006,180.0,1,0
PETM19B,"Le Petit Mouton de Mouton Rothschild, Pauillac",2019,Chateau Mouton Rothschild,Red,Bordeaux,Pauillac,GBP,IB,6,75,1014004,908757,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/petm-2019,180.67,1,0
CARM22B,"Chateau Les Carmes Haut-Brion, Pessac-Leognan",2022,Chateau Les Carmes Haut-Brion,Red,Bordeaux,Pessac-Leognan,GBP,IB,6,75,1007808,911029,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/carm-2022,181.33,3,0
JADCR12B,"Maison Louis Jadot, Clos de la Roche Grand Cru",2012,Maison Louis Jadot,Red,Burgundy,Clos de la Roche,GBP,IB,6,75,1038060,922169,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/jadcr-2012,182.5,1,0
CARR22B,"Carruades de Lafite, Pauillac",2022,Chateau Lafite Rothschild,Red,Bordeaux,Pauillac,GBP,IB,6,75,1007840,900137,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/carr-2022,183.33,18,0
FOUCG16B,"Domaine Fourrier, Chambolle-Musigny Premier Cru, Les Gruenchers Vieille Vigne",2016,Domaine Fourrier,Red,Burgundy,Chambolle-Musigny,GBP,IB,6,75,1032260,1032759,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/foucg-2016,183.33,1,0
GUIT16B,"E. Guigal, Cote Rotie, La Turque",2016,E. Guigal,Red,Rhone,Cote Rotie,GBP,IB,6,75,1113215,1502228,Wine,https://bordeauxindex.com/fine-wine/france/rhone/guit-2016,188.33,5,0
SASS11B,"Sassicaia, Tenuta San Guido, Bolgheri",2011,Tenuta San Guido,Red,Tuscany,Bolgheri,GBP,IB,6,75,1102037,1502217,Wine,https://bordeauxindex.com/fine-wine/italy/tuscany/sass-2011,189.17,1,0
CATCO18B,"Domaine Sylvain Cathiard, Chambolle-Musigny, Les Clos de l'Orme",2018,Domaine Sylvain Cathiard,Red,Burgundy,Chambolle-Musigny,GBP,IB,6,75,1023565,904330,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/catco-2018,190.0,1,0
GUIM13B,"E. Guigal, Cote Rotie, La Mouline",2013,E. Guigal,Red,Rhone,Cote Rotie,GBP,IB,6,75,1113202,1502243,Wine,https://bordeauxindex.com/fine-wine/france/rhone/guim-2013,190.0,1,0
CARR10B,"Carruades de Lafite, Pauillac",2010,Chateau Lafite Rothschild,Red,Bordeaux,Pauillac,GBP,IB,6,75,1007840,900142,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/carr-2010,191.17,2,0
CLFCC14B,"Domaine Coquard Loison Fleurot, Charmes-Chambertin Grand Cru",2014,Domaine Coquard Loison Fleurot,Red,Burgundy,Charmes-Chambertin,GBP,IB,6,75,1339923,906762,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/clfcc-2014,193.0,1,0
GUIM16B,"E. Guigal, Cote Rotie, La Mouline",2016,E. Guigal,Red,Rhone,Cote Rotie,GBP,IB,6,75,1113202,1502293,Wine,https://bordeauxindex.com/fine-wine/france/rhone/guim-2016,195.0,5,0
FAIMC10B,"Domaine Faiveley, Mazis-Chambertin Grand Cru",2010,Domaine Faiveley,Red,Burgundy,Mazis-Chambertin,GBP,IB,6,75,1031465,903776,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/faimc-2010,195.0,1,0
FIGE20B,"Chateau Figeac Premier Grand Cru Classe A, Saint-Emilion Grand Cru",2020,Chateau Figeac,Red,Bordeaux,Saint-Emilion Grand Cru,GBP,IB,6,75,1009769,1396775,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/fige-2020,195.33,2,0
CHAEL15B,"M. Chapoutier, Hermitage, Le Meal Blanc",2015,M. Chapoutier,White,Rhone,Hermitage,GBP,IB,6,75,1109690,903779,Wine,https://bordeauxindex.com/fine-wine/france/rhone/chael-2015,198.0,1,0
SASS18B,"Sassicaia, Tenuta San Guido, Bolgheri",2018,Tenuta San Guido,Red,Tuscany,Bolgheri,GBP,IB,6,75,1102037,1502309,Wine,https://bordeauxindex.com/fine-wine/italy/tuscany/sass-2018,198.33,1,0
