code,name,vintage,grower,colour,region,appellation,currency,tax,pack,size,lwin,bordeauxCode,productType,url,offer_price,offer_cs,offer_btl
PHIC2014BTL,"Philipponnat, Clos des Goisses",2014,Philipponnat,White,Champagne,None,GBP,IB,3,75,1311770,1585558,Wine,https://bordeauxindex.com/fine-wine/france/champagne/phic-2014,152.33,16,0
PHIC13B,"Philipponnat, Clos des Goisses",2013,Philipponnat,White,Champagne,None,GBP,IB,3,75,1311770,887586,Wine,https://bordeauxindex.com/fine-wine/france/champagne/phic-2013,158.33,1,0
RUIB02B,"Ruinart, Dom Ruinart Blanc de Blancs",2002,Ruinart,White,Champagne,None,GBP,IB,3,75,1160798,1409874,Wine,https://bordeauxindex.com/fine-wine/france/champagne/ruib-2002,179.33,3,0
TAICR08B,"Taittinger, Comtes de Champagne Rose",2008,Taittinger,Rose,Champagne,None,GBP,IB,3,75,1314380,899243,Wine,https://bordeauxindex.com/fine-wine/france/champagne/taicr-2008,182.0,1,0
PHIC13B,"Philipponnat, Clos des Goisses",2013,Philipponnat,White,Champagne,None,GBP,IB,3,75,1311770,887586,Wine,https://bordeauxindex.com/fine-wine/france/champagne/phic-2013,183.33,6,0
PHIC13B,"Philipponnat, Clos des Goisses",2013,Philipponnat,White,Champagne,None,GBP,IB,3,75,1311770,887586,Wine,https://bordeauxindex.com/fine-wine/france/champagne/phic-2013,190.0,4,0
TAICR08B,"Taittinger, Comtes de Champagne Rose",2008,Taittinger,Rose,Champagne,None,GBP,IB,3,75,1314380,899243,Wine,https://bordeauxindex.com/fine-wine/france/champagne/taicr-2008,216.67,1,0
CARR21B,"Carruades de Lafite, Pauillac",2021,Chateau Lafite Rothschild,Red,Bordeaux,Pauillac,GBP,IB,3,75,1007840,892418,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/carr-2021,222.0,2,0
TAICR08B,"Taittinger, Comtes de Champagne Rose",2008,Taittinger,Rose,Champagne,None,GBP,IB,3,75,1314380,899243,Wine,https://bordeauxindex.com/fine-wine/france/champagne/taicr-2008,248.67,1,0
MUGCM2023BTL,"Jacques-Frederic Mugnier, Chambolle-Musigny",2023,Jacques-Frederic Mugnier,Red,Burgundy,Chambolle-Musigny,GBP,IB,3,75,1049639,0,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/mugcm-2023,250.0,1,0
DOMP204B,"Dom Perignon, P2",2004,Dom Perignon,White,Champagne,None,GBP,IB,3,75,1277359,873694,Wine,https://bordeauxindex.com/fine-wine/france/champagne/domp2-2004,261.67,4,0
DOMP203B,"Dom Perignon, P2",2003,Dom Perignon,White,Champagne,None,GBP,IB,3,75,1277359,873693,Wine,https://bordeauxindex.com/fine-wine/france/champagne/domp2-2003,266.67,2,0
KRUR27B,"Krug, Rose 27eme Edition",1000,Krug,Rose,Champagne,None,GBP,IB,3,75,2847151,898568,Wine,https://bordeauxindex.com/fine-wine/france/champagne/krur-1000,266.67,1,0
DOMP204B,"Dom Perignon, P2",2004,Dom Perignon,White,Champagne,None,GBP,IB,3,75,1277359,873694,Wine,https://bordeauxindex.com/fine-wine/france/champagne/domp2-2004,283.33,2,0
DOMP202B,"Dom Perignon, P2",2002,Dom Perignon,White,Champagne,None,GBP,IB,3,75,1277359,1409893,Wine,https://bordeauxindex.com/fine-wine/france/champagne/domp2-2002,300.0,2,0
KRUR27B,"Krug, Rose 27eme Edition",1000,Krug,Rose,Champagne,None,GBP,IB,3,75,2847151,898568,Wine,https://bordeauxindex.com/fine-wine/france/champagne/krur-1000,300.0,1,0
DOMP202B,"Dom Perignon, P2",2002,Dom Perignon,White,Champagne,None,GBP,IB,3,75,1277359,1409893,Wine,https://bordeauxindex.com/fine-wine/france/champagne/domp2-2002,301.33,1,0
DOMP202B,"Dom Perignon, P2",2002,Dom Perignon,White,Champagne,None,GBP,IB,3,75,1277359,1409893,Wine,https://bordeauxindex.com/fine-wine/france/champagne/domp2-2002,308.33,2,0
PHIJR12B,"Philipponnat, Clos des Goisses Juste Rose",2012,Philipponnat,Rose,Champagne,None,GBP,IB,3,75,1311783,898908,Wine,https://bordeauxindex.com/fine-wine/france/champagne/phijr-2012,310.0,1,0
DOMP202B,"Dom Perignon, P2",2002,Dom Perignon,White,Champagne,None,GBP,IB,3,75,1277359,1409893,Wine,https://bordeauxindex.com/fine-wine/france/champagne/domp2-2002,333.33,2,0
DOMP202B,"Dom Perignon, P2",2002,Dom Perignon,White,Champagne,None,GBP,IB,3,75,1277359,1409893,Wine,https://bordeauxindex.com/fine-wine/france/champagne/domp2-2002,366.67,1,0
DOMP200B,"Dom Perignon, P2",2000,Dom Perignon,White,Champagne,None,GBP,IB,3,75,1277359,877872,Wine,https://bordeauxindex.com/fine-wine/france/champagne/domp2-2000,383.33,1,0
DOMP299B,"Dom Perignon, P2",1999,Dom Perignon,White,Champagne,None,GBP,IB,3,75,1277359,873695,Wine,https://bordeauxindex.com/fine-wine/france/champagne/domp2-1999,430.0,4,0
DOMPLR02B,"Dom Perignon, Luminous Rose",2002,Dom Perignon,Rose,Champagne,None,GBP,IB,3,75,1282795,887449,Wine,https://bordeauxindex.com/fine-wine/france/champagne/domplr-2002,466.67,15,0
BOLCAE2013BTL,"Bollinger, La Cote aux Enfants Grand Cru, Ay",2013,Bollinger,White,Champagne,Ay,GBP,IB,3,75,2543949,1585737,Wine,https://bordeauxindex.com/fine-wine/france/champagne/bolcae-2013,650.0,6,0
CDUMR01B,"Coche-Dury, Meursault, Les Rougeots",2001,Coche-Dury,White,Burgundy,Meursault,GBP,IB,3,75,1064793,977076,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/cdumr-2001,1056.67,1,0
BOLCAE2013BTL,"Bollinger, La Cote aux Enfants Grand Cru, Ay",2013,Bollinger,White,Champagne,Ay,GBP,IB,3,75,2543949,1585737,Wine,https://bordeauxindex.com/fine-wine/france/champagne/bolcae-2013,1066.67,3,0
CDUM03B,"Coche-Dury, Meursault",2003,Coche-Dury,White,Burgundy,Meursault,GBP,IB,3,75,1064719,968402,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/cdum-2003,1070.0,1,0
CDUPE98B,"Coche-Dury, Puligny-Montrachet, Les Enseigneres",1998,Coche-Dury,White,Burgundy,Puligny-Montrachet,GBP,IB,3,75,1064823,967300,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/cdupe-1998,1280.0,1,0
ROLMP14B,"Domaine Roulot, Meursault Premier Cru, Perrieres",2014,Domaine Roulot,White,Burgundy,Meursault,GBP,IB,3,75,1080043,897190,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/rolmp-2014,2040.0,1,0
ARNVS18B,"Domaine Arnoux-Lachaux, Vosne-Romanee Premier Cru, Les Grands Suchots",2018,Domaine Arnoux-Lachaux,Red,Burgundy,Vosne-Romanee,GBP,IB,3,75,1018839,872819,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/arnvs-2018,3590.0,1,0
LAFSV20B,"Domaine Michel Lafarge, Volnay, Vendanges Selectionnees",2020,Domaine Michel Lafarge,Red,Burgundy,Volnay,GBP,IB,3,75,1040001,980218,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/lafsv-2020,50.0,1,0
ZAPWS17B,"Catena Zapata, Adrianna Vineyard White Stones Chardonnay, Mendoza",2017,Catena Zapata,White,Mendoza,None,GBP,IB,3,75,1313817,889699,Wine,https://bordeauxindex.com/fine-wine/argentina/mendoza/zapws-2017,50.0,1,0
MORBS16B,"Domaine Denis Mortet, Bourgogne, Noble Souche Rouge",2016,Domaine Denis Mortet,Red,Burgundy,Bourgogne,GBP,IB,3,75,1048993,976823,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/morbs-2016,53.33,1,0
ZAPWS17B,"Catena Zapata, Adrianna Vineyard White Stones Chardonnay, Mendoza",2017,Catena Zapata,White,Mendoza,None,GBP,IB,3,75,1313817,889699,Wine,https://bordeauxindex.com/fine-wine/argentina/mendoza/zapws-2017,53.33,1,0
FEVCB21B,"Domaine William Fevre, Chablis Grand Cru, Bougros",2021,Domaine William Fevre,White,Burgundy,Chablis,GBP,IB,3,75,1068140,873212,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/fevcb-2021,66.67,1,0
ZAPWS17B,"Catena Zapata, Adrianna Vineyard White Stones Chardonnay, Mendoza",2017,Catena Zapata,White,Mendoza,None,GBP,IB,3,75,1313817,889699,Wine,https://bordeauxindex.com/fine-wine/argentina/mendoza/zapws-2017,72.33,1,0
FEVCB21B,"Domaine William Fevre, Chablis Grand Cru, Bougros",2021,Domaine William Fevre,White,Burgundy,Chablis,GBP,IB,3,75,1068140,873212,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/fevcb-2021,83.33,2,0
PECB2020BTL,Le Petit Cheval Blanc,2020,Cheval Blanc,White,Bordeaux,None,GBP,IB,3,75,1406005,2085483,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/pecb-2020,104.0,4,0
MILVS18B,"Jean-Marc Millot, Vosne-Romanee Premier Cru, Les Suchots",2018,Jean-Marc Millot,Red,Burgundy,Vosne-Romanee,GBP,IB,3,75,1047299,976731,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/milvs-2018,106.67,1,0
FEVCC21B,"Domaine William Fevre, Chablis Grand Cru, Les Clos",2021,Domaine William Fevre,White,Burgundy,Chablis,GBP,IB,3,75,1068179,884357,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/fevcc-2021,108.33,1,0
FEVCO21B,"Domaine William Fevre, Chablis Grand Cru, Bougros Cote Bouguerots",2021,Domaine William Fevre,White,Burgundy,Chablis,GBP,IB,3,75,1314218,876704,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/fevco-2021,114.0,1,0
BOUCO21B,"Bouchard Pere et Fils, Corton Grand Cru",2021,Bouchard Pere et Fils,Red,Burgundy,Corton,GBP,IB,3,75,1021691,898559,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/bouc-2021,129.33,16,0
FEVCC21B,"Domaine William Fevre, Chablis Grand Cru, Les Clos",2021,Domaine William Fevre,White,Burgundy,Chablis,GBP,IB,3,75,1068179,884357,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/fevcc-2021,130.0,1,0
PILCS21B,"Domaine Paul Pillot, Chassagne-Montrachet Premier Cru, Clos Saint-Jean Blanc",2021,Domaine Paul Pillot,White,Burgundy,Chassagne-Montrachet,GBP,IB,3,75,1078086,1159366,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/pilcs-2021,130.0,1,0
PILCS2022BTL,"Domaine Paul Pillot, Chassagne-Montrachet Premier Cru, Clos Saint-Jean Blanc",2022,Domaine Paul Pillot,White,Burgundy,Chassagne-Montrachet,GBP,IB,3,75,1078086,1737875,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/pilcs-2022,130.0,1,0
DUJMB14B,"Domaine Dujac, Morey-Saint-Denis, Blanc",2014,Domaine Dujac,White,Burgundy,Morey-Saint-Denis,GBP,IB,3,75,1067619,1031383,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/dujmb-2014,131.67,1,0
PILCS21B,"Domaine Paul Pillot, Chassagne-Montrachet Premier Cru, Clos Saint-Jean Blanc",2021,Domaine Paul Pillot,White,Burgundy,Chassagne-Montrachet,GBP,IB,3,75,1078086,2051538,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/pilcs-2021,131.67,1,0
PREMP2016BTL,"Domaine Jacques Prieur, Meursault Premier Cru, Perrieres Blanc",2016,Domaine Jacques Prieur,White,Burgundy,Meursault,GBP,IB,3,75,1078653,1715603,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/premp-2016,145.0,1,0
LAFCA14B,"Domaine Michel Lafarge, Volnay Premier Cru, Les Caillerets",2014,Domaine Michel Lafarge,Red,Burgundy,Volnay,GBP,IB,3,75,1039953,877260,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/lafca-2014,150.0,1,0
PALM13B,"Chateau Palmer 3eme Cru Classe, Margaux",2013,Chateau Palmer,Red,Bordeaux,Margaux,GBP,IB,3,75,1013658,881223,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/palm-2013,155.0,1,0
PHIC10B,"Philipponnat, Clos des Goisses",2010,Philipponnat,White,Champagne,None,GBP,IB,3,75,1311770,893641,Wine,https://bordeauxindex.com/fine-wine/france/champagne/phic-2010,155.67,1,0
PHIC10B,"Philipponnat, Clos des Goisses",2010,Philipponnat,White,Champagne,None,GBP,IB,3,75,1311770,893641,Wine,https://bordeauxindex.com/fine-wine/france/champagne/phic-2010,166.67,1,0
MUGNM08B,"Jacques-Frederic Mugnier, Nuits-Saint-Georges Premier Cru, Clos de la Marechale Rouge",2008,Jacques-Frederic Mugnier,Red,Burgundy,Nuits-Saint-Georges,GBP,IB,3,75,1049671,971020,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/mugnm-2008,175.0,2,0
GUIM06B,"E. Guigal, Cote Rotie, La Mouline",2006,E. Guigal,Red,Rhone,Cote Rotie,GBP,IB,3,75,1113202,890508,Wine,https://bordeauxindex.com/fine-wine/france/rhone/guim-2006,187.67,3,0
MUGVR17B,"Domaine Georges Mugneret Gibourg, Vosne-Romanee",2017,Domaine Georges Mugneret Gibourg,Red,Burgundy,Vosne-Romanee,GBP,IB,3,75,1049538,974824,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/mugvr-2017,200.0,2,0
RAVC18B,"Domaine Francois Raveneau, Chablis",2018,Domaine Francois Raveneau,White,Burgundy,Chablis,GBP,IB,3,75,1079171,874475,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/ravc-2018,205.0,1,0
LAFCA15B,"Domaine Michel Lafarge, Volnay Premier Cru, Les Caillerets",2015,Domaine Michel Lafarge,Red,Burgundy,Volnay,GBP,IB,3,75,1039953,890497,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/lafca-2015,208.33,1,0
FOUGV10B,"Domaine Fourrier, Gevrey-Chambertin, Vieille Vigne",2010,Domaine Fourrier,Red,Burgundy,Gevrey-Chambertin,GBP,IB,3,75,1032361,972601,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/fougv-2010,210.0,1,0
ROMBR12B,"Domaine Georges Roumier, Bourgogne, Rouge",2012,Domaine Georges Roumier,Red,Burgundy,Bourgogne,GBP,IB,3,75,1056792,969614,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/rombr-2012,215.0,1,0
PYCBA16B,"Pierre-Yves Colin-Morey, Chassagne-Montrachet Premier Cru, Les Baudines",2016,Pierre-Yves Colin-Morey,White,Burgundy,Chassagne-Montrachet,GBP,IB,3,75,1065543,878061,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/pycba-2016,220.0,1,0
LIGCC17B,"Hubert Lignier, Charmes-Chambertin Grand Cru",2017,Hubert Lignier,Red,Burgundy,Charmes-Chambertin,GBP,IB,3,75,1045253,877141,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/ligcc-2017,220.33,1,0
PILGM16B,"Domaine Paul Pillot, Chassagne-Montrachet Premier Cru, La Grande Montagne",2016,Domaine Paul Pillot,White,Burgundy,Chassagne-Montrachet,GBP,IB,3,75,1078031,976850,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/pilgm-2016,225.0,1,0
MUGVR15B,"Domaine Georges Mugneret Gibourg, Vosne-Romanee",2015,Domaine Georges Mugneret Gibourg,Red,Burgundy,Vosne-Romanee,GBP,IB,3,75,1049538,974825,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/mugvr-2015,235.0,1,0
ROMMB14B,"Domaine Georges Roumier, Morey-Saint-Denis Premier Cru, La Bussiere",2014,Domaine Georges Roumier,Red,Burgundy,Morey-Saint-Denis,GBP,IB,3,75,1056923,883226,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/rommb-2014,250.0,1,0
ROMMB14B,"Domaine Georges Roumier, Morey-Saint-Denis Premier Cru, La Bussiere",2014,Domaine Georges Roumier,Red,Burgundy,Morey-Saint-Denis,GBP,IB,3,75,1056923,979678,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/rommb-2014,250.0,1,0
BOUCVD21B,"Domaine Bouchard Pere et Fils, Clos de Vougeot Grand Cru",2021,Domaine Bouchard Pere et Fils,Red,Burgundy,Clos de Vougeot,GBP,IB,3,75,1021688,892388,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/boucvd-2021,256.67,8,0
ROMMB17B,"Domaine Georges Roumier, Morey-Saint-Denis Premier Cru, La Bussiere",2017,Domaine Georges Roumier,Red,Burgundy,Morey-Saint-Denis,GBP,IB,3,75,1056923,975777,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/rommb-2017,260.0,1,0
LAFCC14B,"Domaine Michel Lafarge, Volnay Premier Cru, Clos des Chenes",2014,Domaine Michel Lafarge,Red,Burgundy,Volnay,GBP,IB,3,75,1039966,978384,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/lafcc-2014,272.67,1,0
PILGR16B,"Domaine Paul Pillot, Chassagne-Montrachet Premier Cru, Les Grandes Ruchottes",2016,Domaine Paul Pillot,White,Burgundy,Chassagne-Montrachet,GBP,IB,3,75,1078044,874355,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/pilgr-2016,275.0,1,0
ROLML17B,"Domaine Roulot, Meursault, Les Luchets",2017,Domaine Roulot,White,Burgundy,Meursault,GBP,IB,3,75,1080014,980052,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/rolml-2017,280.0,1,0
LIGCC16B,"Hubert Lignier, Charmes-Chambertin Grand Cru",2016,Hubert Lignier,Red,Burgundy,Charmes-Chambertin,GBP,IB,3,75,1045253,977573,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/ligcc-2016,283.33,1,0
DUROCC17B,"Domaine Duroche, Charmes-Chambertin Grand Cru",2017,Domaine Duroche,Red,Burgundy,Charmes-Chambertin,GBP,IB,3,75,1142066,877886,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/durocc-2017,300.0,1,0
RAVCA15B,"Domaine Francois Raveneau, Chablis Premier Cru, Vaillons",2015,Domaine Francois Raveneau,White,Burgundy,Chablis,GBP,IB,3,75,1079272,970684,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/ravca-2015,320.0,2,0
DUPGP16B,"Bernard Dugat-Py, Gevrey-Chambertin Premier Cru, La Perriere",2016,Bernard Dugat-Py,Red,Burgundy,Gevrey-Chambertin,GBP,IB,3,75,1340866,887407,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/dupgp-2016,329.33,1,0
OBERGC19B,"Olivier Bernstein, Gevrey-Chambertin Premier Cru, Champeaux",2019,Olivier Bernstein,Red,Burgundy,Gevrey-Chambertin,GBP,IB,3,75,1019777,885648,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/obergc-2019,330.0,1,0
KAPCG15B,"Kapcsandy Family Winery, State Lane Vineyard Grand Vin Cabernet Sauvignon, Yountville",2015,Kapcsandy Family Winery,Red,California,Yountville,GBP,IB,3,75,1380013,876965,Wine,https://bordeauxindex.com/fine-wine/united_states/california/kapcg-2015,333.33,2,0
DUPCC10B,"Bernard Dugat-Py, Charmes-Chambertin Grand Cru, Vieilles Vignes",2010,Bernard Dugat-Py,Red,Burgundy,Charmes-Chambertin,GBP,IB,3,75,1030152,897563,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/dupcc-2010,333.33,1,0
RAVCM11B,"Domaine Francois Raveneau, Chablis Premier Cru, Montee de Tonnerre",2011,Domaine Francois Raveneau,White,Burgundy,Chablis,GBP,IB,3,75,1079243,979695,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/ravcm-2011,345.0,2,0
RAVCM19B,"Domaine Francois Raveneau, Chablis Premier Cru, Montee de Tonnerre",2019,Domaine Francois Raveneau,White,Burgundy,Chablis,GBP,IB,3,75,1079243,979796,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/ravcm-2019,350.0,1,0
RAVCM15B,"Domaine Francois Raveneau, Chablis Premier Cru, Montee de Tonnerre",2015,Domaine Francois Raveneau,White,Burgundy,Chablis,GBP,IB,3,75,1079243,969642,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/ravcm-2015,360.0,1,0
RAVCM09B,"Domaine Francois Raveneau, Chablis Premier Cru, Montee de Tonnerre",2009,Domaine Francois Raveneau,White,Burgundy,Chablis,GBP,IB,3,75,1079243,979798,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/ravcm-2009,360.0,1,0
RAVCM06B,"Domaine Francois Raveneau, Chablis Premier Cru, Montee de Tonnerre",2006,Domaine Francois Raveneau,White,Burgundy,Chablis,GBP,IB,3,75,1079243,969644,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/ravcm-2006,375.0,1,0
ROMMB17B,"Domaine Georges Roumier, Morey-Saint-Denis Premier Cru, La Bussiere",2017,Domaine Georges Roumier,Red,Burgundy,Morey-Saint-Denis,GBP,IB,3,75,1056923,888969,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/rommb-2017,395.0,1,0
RAVCM09B,"Domaine Francois Raveneau, Chablis Premier Cru, Montee de Tonnerre",2009,Domaine Francois Raveneau,White,Burgundy,Chablis,GBP,IB,3,75,1079243,979798,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/ravcm-2009,395.0,1,0
JADCMD21B,"Maison Louis Jadot, Chevalier-Montrachet Grand Cru, Les Demoiselles",2021,Maison Louis Jadot,White,Burgundy,Chevalier-Montrachet,GBP,IB,3,75,1070644,873912,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/jadcmd-2021,400.0,1,0
PYCMC16B,"Pierre-Yves Colin-Morey, Meursault Premier Cru, Charmes",2016,Pierre-Yves Colin-Morey,White,Burgundy,Meursault,GBP,IB,3,75,1065602,883123,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/pycmc-2016,416.67,1,0
GNOGE18B,"Georges Noellat, Grands Echezeaux Grand Cru",2018,Georges Noellat,Red,Burgundy,Grands Echezeaux,GBP,IB,3,75,1213638,876981,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/gnoge-2018,416.67,1,0
LEFPF12B,"Domaine Leflaive, Puligny-Montrachet Premier Cru, Les Folatieres",2012,Domaine Leflaive,White,Burgundy,Puligny-Montrachet,GBP,IB,3,75,1073502,969243,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/lefpf-2012,418.33,1,0
LAMG16B,"Domaine Nicole Lamarche, La Grande Rue Grand Cru",2016,Domaine Nicole Lamarche,Red,Burgundy,La Grande Rue,GBP,IB,3,75,1040258,975304,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/lamg-2016,433.33,1,0
ROLMCB2022BTL,"Domaine Roulot, Meursault Premier Cru, Clos des Boucheres",2022,Roulot,White,Burgundy,Meursault,GBP,IB,3,75,1361371,2105584,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/zzcw04283-2022,433.33,1,0
CHEV07B,"Chateau Cheval Blanc, Saint-Emilion Grand Cru",2007,Chateau Cheval Blanc,Red,Bordeaux,Saint-Emilion Grand Cru,GBP,IB,3,75,1008108,887589,Wine,https://bordeauxindex.com/fine-wine/france/bordeaux/chev-2007,450.0,1,0
GNOE18B,"Georges Noellat, Echezeaux Grand Cru",2018,Georges Noellat,Red,Burgundy,Echezeaux,GBP,IB,3,75,1213641,877315,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/gnoe-2018,466.67,1,0
DUPCC2023BTL,"Bernard Dugat-Py, Charmes-Chambertin Grand Cru, Vieilles Vignes",2023,Bernard Dugat-Py,Red,Burgundy,Charmes-Chambertin,GBP,IB,3,75,1030152,2210408,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/dupcc-2023,466.67,1,0
ROLMM09B,"Domaine Roulot, Meursault, Les Meix Chavaux",2009,Domaine Roulot,White,Burgundy,Meursault,GBP,IB,3,75,1080027,979705,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/rolmm-2009,500.0,1,0
OBERM2020BTL,"Olivier Bernstein, Mazis-Chambertin Grand Cru",2020,Olivier Bernstein,Red,Burgundy,Mazis-Chambertin,GBP,IB,3,75,1019780,1738007,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/oberm-2020,516.67,1,0
JADCMD21B,"Maison Louis Jadot, Chevalier-Montrachet Grand Cru, Les Demoiselles",2021,Maison Louis Jadot,White,Burgundy,Chevalier-Montrachet,GBP,IB,3,75,1070644,873912,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/jadcmd-2021,528.33,1,0
RAVCV13B,"Domaine Francois Raveneau, Chablis Grand Cru, Valmur",2013,Domaine Francois Raveneau,White,Burgundy,Chablis,GBP,IB,3,75,1079285,972351,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/ravcv-2013,535.0,1,0
RAVCV16B,"Domaine Francois Raveneau, Chablis Grand Cru, Valmur",2016,Domaine Francois Raveneau,White,Burgundy,Chablis,GBP,IB,3,75,1079285,979800,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/ravcv-2016,535.0,2,0
RAVCM14B,"Domaine Francois Raveneau, Chablis Premier Cru, Montee de Tonnerre",2014,Domaine Francois Raveneau,White,Burgundy,Chablis,GBP,IB,3,75,1079243,979797,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/ravcm-2014,550.0,1,0
DUROL18B,"Domaine Duroche, Latricieres-Chambertin Grand Cru",2018,Domaine Duroche,Red,Burgundy,Latricieres-Chambertin,GBP,IB,3,75,1227989,889369,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/durol-2018,575.0,1,0
RAVCB06B,"Domaine Francois Raveneau, Chablis Grand Cru, Blanchot",2006,Domaine Francois Raveneau,White,Burgundy,Chablis,GBP,IB,3,75,1079184,977713,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/ravcb-2006,590.0,1,0
RAVCB13B,"Domaine Francois Raveneau, Chablis Grand Cru, Blanchot",2013,Domaine Francois Raveneau,White,Burgundy,Chablis,GBP,IB,3,75,1079184,977712,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/ravcb-2013,595.0,1,0
TREFC10B,"Domaine Cecile Tremblay, Chambolle-Musigny Premier Cru, Les Feusselottes",2010,Domaine Cecile Tremblay,Red,Burgundy,Chambolle-Musigny,GBP,IB,3,75,1216802,970300,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/trefc-2010,625.0,1,0
DUJCD11B,"Domaine Dujac, Clos Saint-Denis Grand Cru",2011,Domaine Dujac,Red,Burgundy,Clos Saint-Denis,GBP,IB,3,75,1030569,977233,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/dujcd-2011,633.33,1,0
DUROB18B,"Domaine Duroche, Chambertin-Clos de Beze Grand Cru",2018,Domaine Duroche,Red,Burgundy,Chambertin-Clos de Beze,GBP,IB,3,75,1204034,889350,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/durob-2018,658.33,1,0
GUIT98B,"E. Guigal, Cote Rotie, La Turque",1998,E. Guigal,Red,Rhone,Cote Rotie,GBP,IB,3,75,1113215,890401,Wine,https://bordeauxindex.com/fine-wine/france/rhone/guit-1998,666.67,2,0
DUPMC2023BTL,"Bernard Dugat-Py, Mazis-Chambertin Grand Cru",2023,Bernard Dugat-Py,Red,Burgundy,Mazis-Chambertin,GBP,IB,3,75,1030266,2210414,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/dupmc-2023,666.67,1,0
DUROB17B,"Domaine Duroche, Chambertin-Clos de Beze Grand Cru",2017,Domaine Duroche,Red,Burgundy,Chambertin-Clos de Beze,GBP,IB,3,75,1204034,875205,Wine,https://bordeauxindex.com/fine-wine/france/burgundy/durob-2017,716.67,1,0
